b'Data generated by the ASTRA High Altitude Balloon Flight Planner - University of Southampton',b'',b'',b'',b'',b''
b'Simulation #',b'Time from launch [s]',b'Latitude',b'Longitude',b'Altitude [m]',b'Remarks'
b'1.0',b'0.0',b'45.99097',b'-74.11714',b'274.0',b'Balloon Launch'
b'1.0',b'3.0',b'45.99105717637741',b'-74.11707460720517',b'279.48083724666674',b''
b'1.0',b'6.0',b'45.9911458089142',b'-74.11700781701515',b'287.73256983639254',b''
b'1.0',b'9.0',b'45.99123590760275',b'-74.11693960840883',b'296.06622469490065',b''
b'1.0',b'12.0',b'45.99132746836547',b'-74.11686997370201',b'304.40291916699823',b''
b'1.0',b'15.0',b'45.99142048684359',b'-74.11679890549891',b'312.74099032655243',b''
b'1.0',b'18.0',b'45.99151496013971',b'-74.11672639498391',b'321.0886719158867',b''
b'1.0',b'21.0',b'45.991610883943274',b'-74.11665243473085',b'329.43789102850803',b''
b'1.0',b'24.0',b'45.99170825368964',b'-74.11657701758713',b'337.78711014112935',b''
b'1.0',b'27.0',b'45.99180706483097',b'-74.11650013640852',b'346.13632925375066',b''
b'1.0',b'30.0',b'45.991907312835956',b'-74.11642178405901',b'354.485548366372',b''
b'1.0',b'33.0',b'45.99200899318989',b'-74.11634195341058',b'362.8347674789933',b''
b'1.0',b'36.0',b'45.99211227414837',b'-74.11626042283862',b'371.1839865916146',b''
b'1.0',b'39.0',b'45.99221859604192',b'-74.11617535235916',b'379.5332057042359',b''
b'1.0',b'42.0',b'45.992327936450934',b'-74.11608668670394',b'387.8908438672245',b''
b'1.0',b'45.0',b'45.99244027029518',b'-74.11599437363483',b'396.2503745856276',b''
b'1.0',b'48.0',b'45.992555571560054',b'-74.11589836202414',b'404.6099053040307',b''
b'1.0',b'51.0',b'45.99267381398632',b'-74.11579860105141',b'412.96943602243385',b''
b'1.0',b'54.0',b'45.992794971070914',b'-74.11569504020687',b'421.32896674083696',b''
b'1.0',b'57.0',b'45.99291901606801',b'-74.11558762929513',b'429.68849745924007',b''
b'1.0',b'60.0',b'45.99304592199',b'-74.1154763184388',b'438.04802817764323',b''
b'1.0',b'63.0',b'45.993175661608674',b'-74.11536105808229',b'446.40755889604634',b''
b'1.0',b'66.0',b'45.99330821421562',b'-74.11524178932606',b'454.7873056167722',b''
b'1.0',b'69.0',b'45.99344355383191',b'-74.1151184603144',b'463.17269075610324',b''
b'1.0',b'72.0',b'45.99358165233553',b'-74.11499102219365',b'471.5580758954343',b''
b'1.0',b'75.0',b'45.99372248136719',b'-74.11485942645139',b'479.9434610347653',b''
b'1.0',b'78.0',b'45.99386601233207',b'-74.11472362492071',b'488.3288461740963',b''
b'1.0',b'81.0',b'45.994012216401416',b'-74.11458356978444',b'496.7142313134274',b''
b'1.0',b'84.0',b'45.99416106451444',b'-74.11443921357953',b'505.09961645275837',b''
b'1.0',b'87.0',b'45.99431252738018',b'-74.1142905092015',b'513.4850015920895',b''
b'1.0',b'90.0',b'45.99446657547956',b'-74.11413740990902',b'521.8703867314205',b''
b'1.0',b'93.0',b'45.99462317906748',b'-74.11397986932836',b'530.2557718707515',b''
b'1.0',b'96.0',b'45.99478230817506',b'-74.11381784145814',b'538.6411570100825',b''
b'1.0',b'99.0',b'45.994943932612',b'-74.11365128067384',b'547.0265421494136',b''
b'1.0',b'102.0',b'45.99510802196902',b'-74.11348014173262',b'555.4119272887446',b''
b'1.0',b'105.0',b'45.995274545620376',b'-74.11330437977821',b'563.7973124280757',b''
b'1.0',b'108.0',b'45.995443472726635',b'-74.11312395034543',b'572.1826975674066',b''
b'1.0',b'111.0',b'45.995614772237396',b'-74.11293880936522',b'580.5680827067376',b''
b'1.0',b'114.0',b'45.9957884128942',b'-74.11274891316961',b'588.9534678460687',b''
b'1.0',b'117.0',b'45.995963149317745',b'-74.11255630546997',b'597.3388529853997',b''
b'1.0',b'120.0',b'45.99613871231972',b'-74.11236141881858',b'605.7242381247307',b''
b'1.0',b'123.0',b'45.99631509351839',b'-74.11216424386546',b'614.1096232640618',b''
b'1.0',b'126.0',b'45.99649230724665',b'-74.11196470746924',b'622.7343287560792',b''
b'1.0',b'129.0',b'45.996670322188855',b'-74.11176286378318',b'631.1208109146039',b''
b'1.0',b'132.0',b'45.9968491299958',b'-74.11155870342417',b'639.5084501464785',b''
b'1.0',b'135.0',b'45.99702872229229',b'-74.11135221710364',b'647.8972464517028',b''
b'1.0',b'138.0',b'45.997209090678055',b'-74.11114339563005',b'656.287199830277',b''
b'1.0',b'141.0',b'45.997390226728506',b'-74.11093222990972',b'664.6783102822011',b''
b'1.0',b'144.0',b'45.9975721219956',b'-74.11071871094745',b'673.0705778074749',b''
b'1.0',b'147.0',b'45.99775476800876',b'-74.11050282984696',b'681.4640024060986',b''
b'1.0',b'150.0',b'45.99793815627563',b'-74.11028457781174',b'689.8585840780722',b''
b'1.0',b'153.0',b'45.998122278283',b'-74.11006394614563',b'698.2543228233956',b''
b'1.0',b'156.0',b'45.99830712549771',b'-74.1098409262532',b'706.6512186420689',b''
b'1.0',b'159.0',b'45.99849268936746',b'-74.10961550964072',b'715.0492715340919',b''
b'1.0',b'162.0',b'45.998678961321794',b'-74.10938768791628',b'723.4484814994648',b''
b'1.0',b'165.0',b'45.99886593277293',b'-74.10915745279077',b'731.8488485381876',b''
b'1.0',b'168.0',b'45.99905359511667',b'-74.10892479607836',b'740.25037265026',b''
b'1.0',b'171.0',b'45.99924193973339',b'-74.10868970969676',b'748.6530538356825',b''
b'1.0',b'174.0',b'45.99943095798885',b'-74.10845218566827',b'757.0568920944547',b''
b'1.0',b'177.0',b'45.99962064123527',b'-74.10821221611972',b'765.4618874265768',b''
b'1.0',b'180.0',b'45.99981098081214',b'-74.10796979328347',b'773.8680398320487',b''
b'1.0',b'183.0',b'46.00000196804721',b'-74.10772490949788',b'782.2753493108704',b''
b'1.0',b'186.0',b'46.0001935942717',b'-74.10747755752084',b'790.6839032913267',b''
b'1.0',b'189.0',b'46.00038585207265',b'-74.10722776202151',b'799.0943149907625',b''
b'1.0',b'192.0',b'46.000578733711336',b'-74.10697551516648',b'807.5059251119653',b''
b'1.0',b'195.0',b'46.000772210637905',b'-74.10672087702507',b'815.9187336549353',b''
b'1.0',b'198.0',b'46.00096608408222',b'-74.10646447127911',b'824.3327406196722',b''
b'1.0',b'201.0',b'46.00116035065584',b'-74.10620629186381',b'832.7479460061764',b''
b'1.0',b'204.0',b'46.001355006955436',b'-74.10594633268629',b'841.1643498144476',b''
b'1.0',b'207.0',b'46.00155004956291',b'-74.10568458766144',b'849.5819520444861',b''
b'1.0',b'210.0',b'46.00174547504549',b'-74.10542105071184',b'858.0007526962916',b''
b'1.0',b'213.0',b'46.001941279955716',b'-74.10515571576833',b'866.4207517698642',b''
b'1.0',b'216.0',b'46.00213746083143',b'-74.1048885767703',b'874.8419492652038',b''
b'1.0',b'219.0',b'46.002334014196016',b'-74.10461962766549',b'883.2643451823106',b''
b'1.0',b'222.0',b'46.00253093655826',b'-74.10434886241075',b'891.6879395211846',b''
b'1.0',b'225.0',b'46.002728224412586',b'-74.10407627497176',b'900.1127322818256',b''
b'1.0',b'228.0',b'46.002925874239',b'-74.10380185932368',b'908.5387234642337',b''
b'1.0',b'231.0',b'46.00312388250312',b'-74.10352560945144',b'916.9659130684089',b''
b'1.0',b'234.0',b'46.00332224565643',b'-74.10324751934941',b'925.3943010943512',b''
b'1.0',b'237.0',b'46.00352096013613',b'-74.1029675830224',b'933.8238875420607',b''
b'1.0',b'240.0',b'46.00372002236542',b'-74.10268579448521',b'942.2546724115373',b''
b'1.0',b'243.0',b'46.003919428753434',b'-74.10240214776333',b'950.6866557027811',b''
b'1.0',b'246.0',b'46.004119175695294',b'-74.10211663689327',b'959.1198374157918',b''
b'1.0',b'249.0',b'46.00431925957237',b'-74.10182925592224',b'967.5542175505697',b''
b'1.0',b'252.0',b'46.00451967675222',b'-74.10153999890893',b'975.9897961071147',b''
b'1.0',b'255.0',b'46.00472042358862',b'-74.10124885992381',b'984.4265730854269',b''
b'1.0',b'258.0',b'46.00492149642192',b'-74.1009558330488',b'992.864548485506',b''
b'1.0',b'261.0',b'46.00512289157881',b'-74.10066091237825',b'1001.3037223073524',b''
b'1.0',b'264.0',b'46.005324605372714',b'-74.1003640920185',b'1009.7440945509658',b''
b'1.0',b'267.0',b'46.00552663410371',b'-74.10006536608864',b'1018.1856652163464',b''
